price,mileage,power,make_model,date,fuel,gear,offer_type,version,link;
1800,3930,5.0,Piaggio 50 N,12/2018,Gasoline,Automatic,Used,,/offers/piaggio-50-n-gasoline-black-412e10bb-55b9-5427-e053-0100007f8dd1;
12799,0,,Can Am Outlander,07/2021,Diesel,,Used,6X6 STD T FLAT BED 450 T3B 60 KM,/offers/can-am-outlander-6x6-std-t-flat-bed-450-t3b-60-km-diesel-black-bb65b933-9058-4044-9311-e81122e92c19;
7000,6000,60.0,BMW C 650 GT,06/2016,Gasoline,,Used,,/offers/bmw-c-650-gt-gasoline-bronze-1bb9d2c0-4f60-787c-e053-0100007f7820;
14990,23600,,BMW R 1200 GS,03/2018,Gasoline,,Used,,/offers/bmw-r-1200-gs-gasoline-silver-d5662aa6-a897-4ecf-a5cd-4f926c8de780;
8000,9000,120.0,Kawasaki Z 800,06/2014,Gasoline,,Used,,/offers/kawasaki-z-800-gasoline-green-e88ef8d5-2966-4cfe-94fa-6c3744d22bca;
7999,9366,118.0,Kawasaki,04/2013,Gasoline,Manual,Used,Versys 1000,/offers/kawasaki-others-versys-1000-gasoline-white-e24f7706-abcd-4690-90a1-cd5f083ea6d4;
2700,12200,3.0,Honda SH 150,11/2017,Gasoline,,Used,SH 150 ABS,/offers/honda-sh-150-sh-150-abs-gasoline-silver-bc26a3bc-b11a-ff26-e053-0100007fccf1;
2199,1500,15.0,Bullit Spirit,06/2019,Gasoline,,Used,,/offers/bullit-spirit-gasoline-green-dacb0b43-351b-468a-a6b3-e172a6ac509c;
2000,3000,10.0,SYM SYMNH X,05/2020,Gasoline,,Used,,/offers/sym-symnh-x-gasoline-white-f882f8be-9fbd-4df5-8bcf-878d17d303c1;
13590,0,,Ducati,01/2021,,,New,MONSTER,/offers/ducati-others-monster-grey-9e9c701f-e4a0-4602-a90b-6369eea7bcff;
6000,9000,34.0,KTM 125 EXC,11/2007,Two Stroke Gasoline,Manual,Used,Motard 2008,/offers/ktm-125-exc-motard-2008-two-stroke-gasoline-orange-b9fc26b5-9319-3e18-e053-0100007fe3d9;
19990,84535,42.0,BMW R 69 S,04/1967,Gasoline,,Antique / Classic,,/offers/bmw-r-69-s-gasoline-white-1cb4ecbf-2949-6677-e053-0100007fa8ce;
10890,4000,15.0,BMW C Evolution,05/2014,Electric,Manual,Used,c- evolution,/offers/bmw-c-evolution-c-evolution-electric-green-b87189d9-0e7a-4a8f-a410-2a9f44b5128a;
17450,23500,136.0,BMW R 1250 GS,10/2018,Gasoline,Semi-automatic,Used,EXCLUSIVE,/offers/bmw-r-1250-gs-exclusive-gasoline-black-6a4c1c47-4356-492a-84c2-4b549c8e65cd;
2350,21000,38.0,Kymco Xciting 500i,05/2010,Gasoline,,Used,,/offers/kymco-xciting-500i-gasoline-black-e30f35b9-593c-1d47-e053-0100007f6ad9;
19500,6800,87.0,Harley-Davidson Road King,01/2015,Gasoline,,Used,Superbe moto en parfait état. Full option,/offers/harley-davidson-road-king-superbe-moto-en-parfait-etat-full-option-gasoline-black-51423495-173e-4aac-8669-cb9e2bdb9af4;
8199,14000,,Yamaha XSR 700,01/2016,Gasoline,,Used,ABS,/offers/yamaha-xsr-700-abs-gasoline-yellow-d3b0f39e-aa06-40e5-9e57-eb8c6a566125;
1200,3000,68.0,Kymco Super 9,01/2013,Gasoline,,Used,,/offers/kymco-super-9-gasoline-grey-4b7776bd-c200-f507-e053-0100007fe14a;
35000,1,18.0,Gnome et Rhône AX II,01/1937,Gasoline,,Used,,/offers/gnome-et-rhone-ax-ii-gasoline-black-7c60dcbc-081c-612e-e053-0100007f74f3;
8000,71635,73.0,Harley-Davidson Deluxe,05/2009,Gasoline,Manual,Used,,/offers/harley-davidson-deluxe-gasoline-black-496e0fc6-8471-0e05-e053-0100007f799c;
8900,17700,10.0,Triumph Speed Triple S,06/2016,Gasoline,,Used,,/offers/triumph-speed-triple-s-gasoline-red-a804b0be-4222-cc5d-e053-0100007f5188;
9499,0,,Suzuki V-Strom 650,01/2021,,,New,V-strom ABS,/offers/suzuki-v-strom-650-v-strom-abs-grey-7893f30d-97c8-4699-96ec-88e5238ee3cf;
6490,2150,61.0,Kawasaki Vulcan S,06/2017,Gasoline,Manual,Used,ABS Taschen Sissybar Scheibe,/offers/kawasaki-vulcan-s-abs-taschen-sissybar-scheibe-gasoline-green-a3a54f49-3998-4872-9933-7cc0608114d8;
11990,3532,95.0,BMW F 850 GS,04/2019,Gasoline,Manual,Used,,/offers/bmw-f-850-gs-gasoline-red-1ca033a0-7e3c-4e2a-8005-2d7def3238e5;
700,11350,5.0,TGB Bullet 50,05/2009,Gasoline,,Used,,/offers/tgb-bullet-50-gasoline-white-be24c5f7-fd50-4a8e-b7fa-5529ea6a77e8;
16490,21898,205.0,Ducati 1299 Panigale,07/2015,Gasoline,Semi-automatic,Used,Panigale 1299 S,/offers/ducati-1299-panigale-panigale-1299-s-gasoline-red-71f7eaf1-ade5-4c96-9e2e-3a3f18b4550f;
11490,12225,,Yamaha Tracer 900,06/2020,Gasoline,,Used,GT,/offers/yamaha-tracer-900-gt-gasoline-black-1f6faa3e-0635-4c52-8353-1d5cc0dddc3f;
6100,27677,106.0,Triumph Street Triple R,03/2013,Gasoline,Manual,Used,,/offers/triumph-street-triple-r-gasoline-black-182f17c0-973d-242c-e053-0100007fac41;
10600,12000,114.0,Ducati Hypermotard 950,09/2019,Gasoline,,Used,,/offers/ducati-hypermotard-950-gasoline-red-cac150c6-a081-a478-e053-0100007fa18e;
31900,100,126.0,Honda GL 1800,04/2020,Gasoline,Manual,Used,GL1800 Gold Wing DCT ABS,/offers/honda-gl-1800-gl1800-gold-wing-dct-abs-gasoline-red-a91c1bd1-3bcd-495e-8613-ae6d1771170c;
1890,28500,,Yamaha X-City 125,04/2011,Gasoline,,Used,,/offers/yamaha-x-city-125-gasoline-black-53b11314-c74d-485e-9759-92b429ec46c5;
15490,0,,Honda,01/2021,,,New,Forza 750,/offers/honda-others-forza-750-black-fb78b197-c212-4434-a17b-bcebde81606f;
9200,63218,160.0,KTM 1290 Super Adventure,04/2015,Gasoline,Manual,Used,ABS - MINI RATE - GARANZIA,/offers/ktm-1290-super-adventure-abs-mini-rate-garanzia-gasoline-white-9f1b01f1-a113-49b5-b541-63c6d0d38b0f;
1690,2507,3.0,Piaggio,04/2020,Gasoline,Automatic,Used,CA61 LIBERTY 50,/offers/piaggio-others-ca61-liberty-50-gasoline-white-31db5729-955f-40ae-a17d-5f10d2b1376d;
"2500,20000,15.0,KTM 125 Duke,08/2015,Gasoline,,Used,""Leo Vince auspuff, nach unten hängende spiegel"",/offers/ktm-125-duke-leo-vince-auspuff-nach-unten-haengende-spiegel-gasoline-orange-bb6345fb-5373-4c47-941e-255973d2bc24";
17990,8950,200.0,Yamaha YZF-R1,12/2016,Gasoline,Manual,Used,viele Echt-Carbon-Teile,/offers/yamaha-yzf-r1-viele-echt-carbon-teile-gasoline-red-91f1d9eb-d548-43b8-9b18-846be401956a;
10950,73306,145.0,Yamaha FJR 1300,04/2013,Gasoline,Automatic,Used,AS,/offers/yamaha-fjr-1300-as-gasoline-brown-8b83e0bb-7852-4760-8aee-8d41bf956353;
11195,1,64.0,Moto Guzzi V 7,01/2021,Gasoline,Manual,New,IV 850 STONE COPPER ORANGE E5,/offers/moto-guzzi-v-7-iv-850-stone-copper-orange-e5-gasoline-red-84365727-5214-42d7-bcfd-7de3467bbd5b;
6250,20000,106.0,Suzuki GSR 750,07/2015,Gasoline,,Used,,/offers/suzuki-gsr-750-gasoline-grey-508bcd42-ef13-4c1a-aa75-ff7859c8599f;
8699,0,,Kawasaki Ninja 650,01/2020,,,New,ABS,/offers/kawasaki-ninja-650-abs-black-091478b5-a22b-4660-b2e7-b031b5b4a561;
8490,54500,,BMW R 1200 GS,01/2009,,,Used,,/offers/bmw-r-1200-gs-white-8e83fc9e-ddf7-4144-a22b-5b697c8a89b6;
12500,23390,125.0,BMW R 1200 GS,08/2014,Gasoline,,Used,,/offers/bmw-r-1200-gs-gasoline-white-1eeae9c5-4ecd-0b5c-e053-0100007f08a3;
24750,5401,,Harley-Davidson Softail,01/2019,,,Used,FLDE DELUXE MET ELEKTRONISCH REGELBARE UITLATEN,/offers/harley-davidson-softail-flde-deluxe-met-elektronisch-regelbare-uitlaten-black-eada7925-d1a2-417d-929e-2f3ee08bcaa5;
6200,4581,48.0,Honda NC 700,07/2013,Gasoline,,Used,,/offers/honda-nc-700-gasoline-silver-25007bc0-eafa-0c25-e053-0100007fa5cf;
10000,19700,154.0,Ducati Diavel,11/2011,Gasoline,,Used,,/offers/ducati-diavel-gasoline-black-98aa9dc2-1647-c60b-e053-0100007fc1fb;
6000,10250,54.0,Honda NC 750,09/2018,Gasoline,,Used,,/offers/honda-nc-750-gasoline-white-7f46b7c4-2fba-eb71-e053-0100007f6028;
11989,16076,143.0,Kawasaki Z 1000,04/2014,Gasoline,Manual,Used,SPECIAL EDITION - LeoVince Auspuff,/offers/kawasaki-z-1000-special-edition-leovince-auspuff-gasoline-e8753c4d-9773-47a7-9b91-314b138396e3;
12199,41545,,BMW R 1200 GS,06/2013,,,Used,ADV. TRIPLE BLACK + KOFFERS,/offers/bmw-r-1200-gs-adv-triple-black-koffers-black-28e1a12a-77e2-4807-aeda-0c6692555e6e;
14450,52500,160.0,BMW K 1600 GT,06/2015,Gasoline,Manual,Used,,/offers/bmw-k-1600-gt-gasoline-white-9509dbbe-332b-585a-e053-0100007fc471;
16495,5313,,BMW R 1200 GS LC,01/2017,,,Used,,/offers/bmw-r-1200-gs-lc-blue-991cdd53-9dc0-4839-9a07-3904c345355b;
13299,0,,Yamaha TMAX 560,01/2021,Gasoline,Automatic,New,,/offers/yamaha-tmax-560-gasoline-grey-1739e3df-351c-45c8-b736-82c5cc2622ed;
6600,9873,75.0,KTM 690 Duke,07/2017,Gasoline,,Used,Duke 690 r,/offers/ktm-690-duke-duke-690-r-gasoline-orange-36380223-29d5-4091-a6f0-7c146ecc7404;
9445,47943,,KTM 1190 Adventure,11/2013,Gasoline,,Used,,/offers/ktm-1190-adventure-gasoline-orange-22c87252-bbcc-44e5-bf4d-f7415e0bb483;
980,15400,10.0,SYM Symphony 125,01/2012,Gasoline,,Used,SR,/offers/sym-symphony-125-sr-gasoline-grey-04bdd25f-de10-4278-88f6-a54fbed43c61;
21900,10000,299.0,BMW R 50,04/1969,Others,,Used,,/offers/bmw-r-50-others-black-a9e3cf17-0c57-44ac-a56b-ba1e4d41a913;
11500,9200,165.0,BMW S 1000 R,08/2017,Gasoline,,Used,hp,/offers/bmw-s-1000-r-hp-gasoline-white-b905714f-2876-4e55-a618-5fcef506abd1;
31990,1460,126.0,Honda GL 1800,05/2020,Gasoline,Automatic,Demonstration,Gold Wing Tour DCT Airbag Navigation,/offers/honda-gl-1800-gold-wing-tour-dct-airbag-navigation-gasoline-black-3585056c-49cd-48a8-9cf3-e0a879fbc1c0;
11490,2776,95.0,BMW F 850 GS,09/2019,Gasoline,Manual,Used,Sondermodell Trophy Oceania,/offers/bmw-f-850-gs-sondermodell-trophy-oceania-gasoline-89f7c2a5-f8fe-4a25-8a37-f1f8649ecd04;
7000,6001,54.0,Yamaha TMAX 530,05/2014,Gasoline,Automatic,Used,,/offers/yamaha-tmax-530-gasoline-black-49aa7cc3-2ba4-bf46-e053-0100007fe33c;
3500,2,12.0,Honda PCX 125,07/2021,Gasoline,Automatic,Used,WW125) -SOFORT VERFÜGBAR-,/offers/honda-pcx-125-ww125-sofort-verfuegbar-gasoline-white-ca4aaab5-b121-45c1-a74f-2ac4160c084a;
12000,14000,165.0,BMW S 1000 R,05/2020,Gasoline,,Used,hp,/offers/bmw-s-1000-r-hp-gasoline-white-b924e452-33d4-47cd-996a-7d235fec3fb4;
1800,30000,11.0,Suzuki DR 125,04/2011,Gasoline,Manual,Used,,/offers/suzuki-dr-125-gasoline-yellow-95eceb70-2fbf-4bcb-990a-b2eb735e76d7;
7650,4200,95.0,Honda CBR 650,03/2019,Gasoline,Manual,Used,,/offers/honda-cbr-650-gasoline-red-919608c4-187c-975b-e053-0100007ff92a;
8580,33247,150.0,KTM 1190 Adventure,09/2013,Gasoline,Manual,Used,Koffer*,/offers/ktm-1190-adventure-koffer-gasoline-orange-2e0ef6a5-7e26-4b51-9950-c638b4d0d388;
10000,9960,61.0,Aprilia RS 250,07/1995,Gasoline,Manual,Used,,/offers/aprilia-rs-250-gasoline-orange-6728e8b7-3bf9-5a2d-e053-0100007fbcda;
10650,22400,95.0,BMW F 850 GS,06/2018,Gasoline,,Used,,/offers/bmw-f-850-gs-gasoline-white-eb982677-01e8-42fd-b689-64dd52280432;
15000,123456,140.0,Yamaha Vmax,03/1997,Gasoline,,Used,,/offers/yamaha-vmax-gasoline-white-bf8c11c7-5268-7f26-e053-0100007f1333;
6500,37000,34.0,Kawasaki Ninja ZX-6R,06/2009,Gasoline,,Used,,/offers/kawasaki-ninja-zx-6r-gasoline-green-6bdc3bc5-8df5-3c4d-e053-0100007f1a9e;
11500,32000,156.0,BMW S 1000 XR,02/2017,Gasoline,,Used,HP,/offers/bmw-s-1000-xr-hp-gasoline-silver-510cf8b5-a147-4e0b-a237-d02d1f74d474;
10800,1000,54.0,Honda X-ADV,09/2020,Gasoline,,Used,,/offers/honda-x-adv-gasoline-red-7b157291-91db-4da7-b3f8-dab3dfbefdec;
6790,25580,118.0,Kawasaki Versys 1000,03/2012,Gasoline,Manual,Used,ABS,/offers/kawasaki-versys-1000-abs-gasoline-white-ad617a01-fd6d-4bf8-9db5-e2511b8855d3;
6650,24500,95.0,Buell XB 12,05/2009,Gasoline,,Used,,/offers/buell-xb-12-gasoline-black-d1583c06-f633-474f-9297-437b401ad566;
23290,7388,213.0,Ducati,01/2018,,,Used,PANIGALE V4 S,/offers/ducati-others-panigale-v4-s-red-3dded49f-53d3-4c41-a892-8a73be8825da;
7300,1000,76.0,KTM 300 EXC,06/2019,Two Stroke Gasoline,,Used,,/offers/ktm-300-exc-two-stroke-gasoline-orange-fd9c8dc6-6ad2-e744-e053-0100007f89fa;
6200,27000,173.0,Honda VFR 1200,07/2010,Gasoline,Manual,Used,,/offers/honda-vfr-1200-gasoline-red-40ba5fc5-c652-2e5e-e053-0100007f3431;
11900,36000,140.0,Triumph Tiger Explorer,06/2016,Gasoline,,Used,,/offers/triumph-tiger-explorer-gasoline-white-d91fdbbf-2f0d-d53f-e053-0100007f2b02;
6100,900,26.0,Piaggio MP3 300,01/2020,Gasoline,Automatic,Used,HPE Sport,/offers/piaggio-mp3-300-hpe-sport-gasoline-black-664b988e-5496-4c65-8708-87fe13c1b8ab;
850,1761,8.0,Znen,06/2013,Gasoline,,Used,,/offers/znen-other-gasoline-white-fecaedc3-407c-307b-e053-0100007fd581;
6500,19000,61.0,BMW C 650,07/2016,Gasoline,,Used,SPORT,/offers/bmw-c-650-sport-gasoline-orange-b3952a77-6d5f-4b2e-b98e-8af0233c25a4;
13370,140,,Zero,01/2021,,,New,FXS ZF7.2,/offers/zero-others-fxs-zf7-2-green-925f44b6-9c98-496e-a220-a28374e66a4c;
6750,22879,,Yamaha MT-07,01/2019,,,Used,ABS,/offers/yamaha-mt-07-abs-black-ba49b9d7-113f-4408-8d5a-bb17704d4ce9;
"8489,48483,150.0,KTM 1190 Adventure,03/2016,Gasoline,Manual,Used,""Akrapovic, Tieferlegung"",/offers/ktm-1190-adventure-akrapovic-tieferlegung-gasoline-d2ccc67a-2a5e-4d08-a54f-0adaa437572a";
8900,35000,105.0,BMW R 1200 GS,04/2011,Gasoline,Manual,Used,,/offers/bmw-r-1200-gs-gasoline-black-ba3c8bc3-b1ee-1142-e053-0100007f618e;
18595,300,155.0,Ducati,02/2021,Gasoline,Manual,Used,Panigale V2 MY2021 * sofort Lieferbar/Versand *,/offers/ducati-others-panigale-v2-my2021-sofort-lieferbar-versand-gasoline-556c7118-d0c0-419a-977b-5b8d60de506e;
12900,18000,200.0,Kawasaki ZZR 1400,11/2013,Gasoline,Manual,Used,Ninja ZX-14R,/offers/kawasaki-zzr-1400-ninja-zx-14r-gasoline-white-486f2cc3-4b4d-9768-e053-0100007f89a5;
1700,10000,15.0,KSR Moto TR 125,09/2017,Gasoline,,Used,,/offers/ksr-moto-tr-125-gasoline-white-6211fd7d-2655-4cb8-b802-57a18d1fc0d3;
350,999999,4.0,REX 50,01/2011,Gasoline,,Used,,/offers/rex-50-gasoline-orange-1ce0d846-5e0d-4e7f-ba07-fa287058509b;
2100,1780,20.0,Others MGM Quad`s,09/2015,Gasoline,,Used,SPYRACING E4,/offers/others-mgm-quad-s-spyracing-e4-gasoline-black-c4652138-1902-42b2-b671-39a571d42bc7;
9300,4288,95.0,BMW F 900 R,03/2020,Gasoline,Manual,Demonstration,A2 A 2 mit Tieferlegung,/offers/bmw-f-900-r-a2-a-2-mit-tieferlegung-gasoline-blue-cbd7cc9d-f19d-4aed-aafd-11250296ff5e;
20300,1800,165.0,BMW S 1000 XR,03/2021,Gasoline,Automatic,Used,full optional,/offers/bmw-s-1000-xr-full-optional-gasoline-red-413d4cce-148b-4ab7-8524-02103f75e0dd;
10499,0,,CF Moto CForce 850,07/2021,Diesel,,Used,XC T3,/offers/cf-moto-cforce-850-xc-t3-diesel-black-35c933fa-dcae-4bb9-a47a-16eb37fe3a4c;
13500,2500,107.0,BMW R 1200 RS,08/2018,Gasoline,,Used,0,/offers/bmw-r-1200-rs-0-gasoline-black-153e33f4-5797-44ec-96d3-ee363229c6c3;
250,30000,30.0,Kymco People One,06/2004,Gasoline,,Used,150,/offers/kymco-people-one-150-gasoline-grey-7a92e66e-ec83-674c-e053-e250040aef26;
800,86,14.0,Rolektro Eco-City,06/2020,Electric,,Used,,/offers/rolektro-eco-city-electric-black-653a4cf7-f9c6-41e9-bdc6-9a03383358d2;
9500,135,18.0,Zündapp KS 125,06/1969,Two Stroke Gasoline,Manual,Used,517-05 | 1969 | Zwart | ZF-57-73 | 135 km |,/offers/zuendapp-ks-125-517-05-1969-zwart-zf-57-73-135-km-two-stroke-gasoline-black-91eae272-9692-42d5-b927-8de853b37258;
6000,34000,109.0,Ducati Monster 821,09/2014,Gasoline,,Used,Dark,/offers/ducati-monster-821-dark-gasoline-black-55e4f1c9-26db-4ee2-929b-231d84178a5f;
11599,0,,Can Am Renegade,07/2021,Diesel,,Used,,/offers/can-am-renegade-diesel-black-960de9e1-789f-40e9-8161-2bef525baf74;
7000,4000,,Honda CBR 1000,09/2010,Gasoline,,Used,RR FIREBLADE,/offers/honda-cbr-1000-rr-fireblade-gasoline-orange-0be0d3b3-4d6b-4430-b5e3-56d28808a6b5;
12495,11759,,Harley-Davidson Sportster XR 1200,01/2011,Gasoline,,Used,XR1200X,/offers/harley-davidson-sportster-xr-1200-xr1200x-gasoline-black-1eb17b9d-f896-4fca-9602-c674aacabaef;
2500,4400,20.0,Shineray XY 250,07/2014,Gasoline,,Used,,/offers/shineray-xy-250-gasoline-silver-b7660c14-c441-4c5a-a57e-891829855a5f;
11800,22867,,Harley-Davidson Sportster 1200,01/2016,,,Used,XL1200T SUPERLOW,/offers/harley-davidson-sportster-1200-xl1200t-superlow-black-5f724eed-6cf5-4f68-b177-b4caebbdd510;
"7289,21070,107.0,Honda CBF 1000,01/2013,Gasoline,Manual,Used,""F - Topcase, Kofferträger, 2. Hand"",/offers/honda-cbf-1000-f-topcase-koffertraeger-2-hand-gasoline-black-819a5d95-95c7-4d77-a0b4-014a42794229";
300,15672,61.0,Explorer Race 50,08/2010,Gasoline,Automatic,Used,,/offers/explorer-race-50-gasoline-red-d17743e2-2cfe-40e8-a587-f79f47fa87a1;
11000,33508,77.0,Harley-Davidson Dyna Street Bob,02/2014,Gasoline,,Used,,/offers/harley-davidson-dyna-street-bob-gasoline-grey-70d3ebb8-abf9-5608-e053-0100007f06aa;
7600,48200,86.0,BMW F 800 GS,05/2009,Gasoline,Manual,Used,,/offers/bmw-f-800-gs-gasoline-yellow-28c5eebf-be04-c23f-e053-0100007f3e54;
7500,2300,48.0,Honda CTX 700,06/2016,Gasoline,,Used,,/offers/honda-ctx-700-gasoline-black-93b1d70e-32b0-4ab9-b51a-ff1f51da72b4;
10490,27400,90.0,Yamaha XV 1900,06/2009,Gasoline,Manual,Used,Midnight Star TOP,/offers/yamaha-xv-1900-midnight-star-top-gasoline-black-c523ef5d-9827-4177-a37d-1cd8049c4eb2;
11990,13516,67.0,Harley-Davidson Sportster 1200,05/2018,Gasoline,Manual,Used,Roadster,/offers/harley-davidson-sportster-1200-roadster-gasoline-black-55646751-578d-48ca-bd39-70510c8d5c80;
9500,22000,167.0,Suzuki GSX-S 1000,08/2015,Gasoline,Manual,Used,,/offers/suzuki-gsx-s-1000-gasoline-blue-a65997c4-e059-0e12-e053-0100007fc52c;
8900,359,54.0,Yamaha,07/2020,Gasoline,Manual,Used,SCR 950,/offers/yamaha-others-scr-950-gasoline-red-beda4e7f-4016-42d6-adf5-72bf4e41f6d7;
10990,15365,,Yamaha YZF 1000,03/2013,Gasoline,,Used,R1 CROSS PLANE,/offers/yamaha-yzf-1000-r1-cross-plane-gasoline-white-df8a83e7-f800-4fab-bd3a-eb91ca0cefa7;
11999,3669,58.0,Honda VT 1300,01/2012,Gasoline,,Used,CX,/offers/honda-vt-1300-cx-gasoline-silver-3c213b89-8a9b-4fce-a015-33f3f2e86453;
66550,0,102.0,Brough Superior,- (First Registration),Gasoline,Manual,New,Lawrence * Limited edition 1 of 188 *,/offers/brough-superior-lawrence-limited-edition-1-of-188-gasoline-grey-c666783a-2143-46e6-96c2-ee694973faad;
8200,56300,110.0,Yamaha XT 1200,03/2012,Gasoline,Manual,Used,,/offers/yamaha-xt-1200-gasoline-white-992da4bf-39aa-c76b-e053-0100007f54dc;
9500,7,48.0,Kawasaki W 800,12/2020,Gasoline,Manual,Used,Street,/offers/kawasaki-w-800-street-gasoline-black-40a1e6e9-1c52-4d4c-b7be-f3cf44f443f1;
20649,1,,Kawasaki,01/2020,Gasoline,,New,Z H2,/offers/kawasaki-others-z-h2-gasoline-black-9908505f-00a9-4d6f-bf8f-135e5022a058;
10500,26000,1088.0,MV Agusta Turismo Veloce 800,05/2015,Gasoline,,Used,,/offers/mv-agusta-turismo-veloce-800-gasoline-red-2f9317c6-0b48-f210-e053-0100007f1b98;
9999,4440,,Yamaha Tracer 700,01/2020,Gasoline,,Used,ABS,/offers/yamaha-tracer-700-abs-gasoline-blue-690b7c8a-774a-44ed-a2d3-663254845c89;
550,4600,3.0,Nova Motors Retro Cruiser,02/2015,Gasoline,,Used,,/offers/nova-motors-retro-cruiser-gasoline-beige-3071c0ba-e285-8274-e053-0100007fd79b;
16897,20500,,Ducati Multistrada 1260,05/2018,Gasoline,Manual,Used,D-Air,/offers/ducati-multistrada-1260-d-air-gasoline-red-bbb25d90-0104-442a-8092-0df3a06f1060;
6490,5750,73.0,KTM 690 Duke,03/2017,Gasoline,Manual,Used,1.Hd. kurzes Heck / tip top,/offers/ktm-690-duke-1-hd-kurzes-heck-tip-top-gasoline-white-95f73dfe-f4ad-4b00-b3bc-5e1f7fa09132;
6100,53300,64.0,Triumph Bonneville T100,05/2005,Gasoline,,Used,,/offers/triumph-bonneville-t100-gasoline-black-33ace1c4-1578-c472-e053-0100007f0fc6;
6999,26749,125.0,Honda CB 1000,01/2010,,,Used,R ABS,/offers/honda-cb-1000-r-abs-black-ae4b003d-e351-4574-add2-a708a4f8e7c4;
2990,39229,77.0,Honda CBF 600,06/2004,Gasoline,Manual,Used,S,/offers/honda-cbf-600-s-gasoline-blue-3b6d0976-6670-44cc-9562-700814ce792e;
9700,2700,65.0,CF Moto Tracker,10/2015,Gasoline,Automatic,Used,800,/offers/cf-moto-tracker-800-gasoline-grey-a1f497be-890f-7c44-e053-0100007f9a75;
2100,1800,11.0,SYM Wolf SB 125 Ni,06/2020,Gasoline,,Used,,/offers/sym-wolf-sb-125-ni-gasoline-white-6f7243c4-b2c2-d47e-e053-0100007f0c4d;
6990,16110,,Yamaha MT-09,07/2015,Gasoline,,Used,,/offers/yamaha-mt-09-gasoline-silver-0d2f26af-40f8-4f2c-9577-c47d441a6393;
9000,25900,50.0,BMW R 75/5,06/1973,Gasoline,,Used,,/offers/bmw-r-75-5-gasoline-blue-a72eeeb0-203d-46c9-914c-67b8edc7986a;
25000,400,50.0,BMW R 80 GS,01/1984,Gasoline,Manual,Used,,/offers/bmw-r-80-gs-gasoline-white-f6e4f9c4-0648-1515-e053-0100007fbc3e;
1300,69000,15.0,Honda SH 150,07/2011,Gasoline,,Used,,/offers/honda-sh-150-gasoline-white-0907f6c1-d878-0420-e053-0100007f00d2;
14900,13000,200.0,Kawasaki Ninja H2,06/2019,Gasoline,Semi-automatic,Used,,/offers/kawasaki-ninja-h2-gasoline-green-28332ec4-dcef-0c1d-e053-0100007f8e33;
13900,1,145.0,Honda CB 1000,11/2020,Gasoline,Manual,Pre-registered,R + Orange/Silver Sonder-Edition Plus,/offers/honda-cb-1000-r-orange-silver-sonder-edition-plus-gasoline-5fbcd4ac-0ac2-4663-86e1-2520d594dc82;
11550,5480,152.0,Ducati Multistrada 1200,09/2016,Gasoline,,Used,,/offers/ducati-multistrada-1200-gasoline-grey-2951c9c4-1347-6c39-e053-0100007ffa2f;
13400,11300,150.0,Triumph Speed Triple 1050,08/2019,Gasoline,Semi-automatic,Used,Speed Triple Rs,/offers/triumph-speed-triple-1050-speed-triple-rs-gasoline-black-0fd933ba-eed1-c76b-e053-0100007f70c4;
10000,33000,160.0,KTM 1290 Super Adventure,01/2017,Gasoline,,Used,t,/offers/ktm-1290-super-adventure-t-gasoline-white-4338bb60-7228-4750-a0a1-638080c2ec5f;
26600,1,,BMW S 1000 RR,06/2021,Gasoline,,Used,,/offers/bmw-s-1000-rr-gasoline-white-2d574fcf-4190-4228-ad6f-343ae7c35d38;
15999,1750,102.0,Honda CRF 1100,06/2020,Gasoline,,Used,FULL OPTIONS AVEC 1750 KMS SUSPENSION PILOTER,/offers/honda-crf-1100-full-options-avec-1750-kms-suspension-piloter-gasoline-red-36b033ec-ef0f-4be3-9897-70a2285f69ac;
13550,0,105.0,BMW F 900 XR,12/2020,Gasoline,Manual,New,F 900 XR,/offers/bmw-f-900-xr-f-900-xr-gasoline-0141c187-4528-4ae4-acd7-83617ea1c67c;
20000,30000,126.0,Ducati 996,02/2000,Gasoline,,Used,,/offers/ducati-996-gasoline-red-e35ebeb9-3188-480a-e053-0100007f3519;
10000,508,41.0,CF Moto CForce 600,04/2021,Gasoline,Automatic,Used,4X4,/offers/cf-moto-cforce-600-4x4-gasoline-orange-229f1cc5-5391-3729-e053-0100007f5846;
6900,12686,116.0,Suzuki GSX-S 750,06/2017,Gasoline,,Used,Echapement yoshimura,/offers/suzuki-gsx-s-750-echapement-yoshimura-gasoline-blue-7e9c8365-3ac1-4c2b-87f2-0d2f56b7c0b4;
6000,22600,75.0,KTM 690 Duke,03/2016,Gasoline,,Used,R,/offers/ktm-690-duke-r-gasoline-black-f2bd97c6-e5ea-8513-e053-0100007f75cb;
7000,7000,125.0,Yamaha YZF-R6,10/2005,Gasoline,,Used,R46,/offers/yamaha-yzf-r6-r46-gasoline-yellow-650a4cf3-36b7-4676-a82a-9393efe74fa7;
10699,0,,Kawasaki Z 900,01/2021,,Manual,New,,/offers/kawasaki-z-900-black-0c699635-79a2-4f60-b69e-84a0f8fdca17;
900,34456,15.0,Honda PS 125i,06/2009,Gasoline,,Used,,/offers/honda-ps-125i-gasoline-white-77c76cba-8882-5c3e-e053-0100007ff5ef;
7899,1241,,Suzuki SV 650,01/2021,,,Used,650A,/offers/suzuki-sv-650-650a-black-ad5f7869-9721-4589-b44e-c4b7d0db6b5e;
